id,user_name,post_message,timestamp_post,num_like_post,num_comment_post,num_share_post,label
2831,6461e748ae05e95f53c2b07fc77cb647,"Sau hơn 1 tháng triển khai, vẫn chưa có doanh nghiệp nào vay được gói 16.000 tỉ đồng lãi suất 0% trả lương cho người lao động ngừng việc do ảnh hưởng của dịch Covid-19.
    #gói16000tỉ #Covid_19",1592335228,268,10,72.0,0
3651,7a404ee9df1f5ee05034a0ed8dafae37,"12 bị can, 8 người bị truy tố - toàn người có chức có quyền, mong là không còn trường hợp nào nâng điểm ntn nữa

Ngày 21/5, tòa án xét xử 12 người với cáo buộc nâng điểm 44 thí sinh; cựu giám đốc Sở Giáo dục và Đào tạo Hoàng Tiến Đức bị triệu tập là người làm chứng.",1588927313.0,9,3,2,0
2445,982f7925e5a46abfcf26ebd46721c440,"Hôm nay Hà Nội có ""Tuần lễ thịt lợn nhập khẩu"" nhé. Giá rẻ hơn rất nhiều so với thịt nóng,...

Các sản phẩm thịt lợn nhập khẩu bày bán tại Big C là có hồ sơ nguồn gốc rõ ràng; có kiểm nghiệm, kiểm dịch, nên khách hàng có thể yên tâm. So với thịt lợn tươi trong nước, giá thịt lợn nhập khẩu rẻ hơn thịt đến 37%. Đồng thời, dịp này, Big C miền Bắc còn khuyến mại sâu nhất là 34%, giúp người tiêu dùng dễ dàng có cơ hội sử dụng thịt lợn nhập khẩu chất lượng đến từ các nước Ba Lan, Canada...",1587176372.0,38,33,5,0
3003,266cf078603293ca58247d6f2c9d8446,"Tập đoàn LVMH, chủ sở hữu của hàng loạt thương hiệu đình đám thế giới như Louis Vuitton, Christian Dior... vừa cho biết họ sẽ chuyển sang sản xuất nước rửa tay để phần nào khắc phục tình trạng khan hiếm sản phẩm khử trùng giữa mùa dịch Covid-19.

    #LachanVirusCorona",1584332451,693,40,31.0,0
4241,d31e69b8c972eba2088d6b0e3b3291e2,Đoàn Văn Hậu không còn cơ hội ra sân trong tháng 3 vì các giải bóng đá tại Hà Lan đã bị hoãn do dịch COVID-19.,1584064848,14,0,0.0,0
2410,25e2d243362e3bccb47602d6591d0461,"Qualcomm kết hợp cùng Bộ Khoa học và Công nghệ triển khai cuộc thi nhằm khích lệ các startup ứng dụng công nghệ vào sản xuất.
    ",1584740916,96,4,6.0,0
3510,423c2afd576bed9c5ad83abec1894bf8,"Nhìn rộng ra thế giới thì ở các nước cũng chưa thấy nước nào áp dụng biện pháp cắt điện, nước để cưỡng chế thi hành quyết định xử phạt hành chính",1590380821.0,18,2,1,0
2975,81c97b62c1ed6c28fb89422dce41bb90,Khi mà điều kiện tối thiểu về vệ sinh dịch tễ của người dân còn thiếu thì những khó khăn trong việc phòng chống dịch Covid-19 là điều dễ thấy.,1584774000,6678,10,318.0,0
2264,10f41f0c9762259edd7a2e4d06ec7eed,"Chết rồi, Cty này đang xây đến 4 nhà máy nhiệt điện than ở Việt Nam!

“80% doanh thu của Doosan hiện nay đến từ việc xây dựng các nhà máy điện than, bao gồm cả các nhà máy gây ô nhiễm cao ở Nam và Đông Nam Á, nơi có tiêu chuẩn ô nhiễm không khí ít nghiêm ngặt hơn ở Hàn Quốc...”
",1587045160.0,29,6,3,1
621,15ab58b11309b85ae64b0ac6029236b0,"THÔNG TIN CA NHIỄM COVID-19

VIỆT NAM GHI NHẬN THÊM 5 CA DƯƠNG TÍNH COVID-19

CA BỆNH 149 (BN149):Bệnh nhân nam, 40 tuổi, quốc tịch Việt Nam, địa chỉ ở Long Biên, Hà Nội. Bệnh nhân là lao động tự do tại Bang Hessen - CHLB Đức. Ngày 23/3/2020, bệnh nhân đến Sân bay Vân Đồn trên chuyến bay VN36 của Vietnam Airlines, số ghế 55C (cùng với mẹ, 68 tuổi, ngồi ghế 55A). Lúc nhập cảnh, bệnh nhân không có biểu hiện sốt, không ho, không viêm phổi. Tại khu cách ly Trường Quân sự tỉnh Quảng Ninh bệnh nhân ở cùng phòng với 02 người khác cũng đi trên chuyến bay này. Kết quả xét nghiệm của Trung tâm Kiểm soát bệnh tật tỉnh Quảng Ninh ngày 25/3 khẳng định bệnh nhân dương tính với SARS-COV-2, 207 hành khách còn lại âm tính. Bệnh nhân cùng mẹ và 2 người ở cùng phòng đã được chuyển đến Bệnh viện số 2 TP Hạ Long để điều trị và theo dõi sức khỏe.

CA BỆNH 150 (BN150): Bệnh nhân nam, quốc tịch Việt Nam, 55 tuổi, trú tại phường Tân Định, Quận 1, TP. Hồ Chí Minh. Ngày 13/3/2020, bệnh nhân cùng vợ từ Hoa Kỳ về Việt Nam, có quá cảnh tại Đài Loan - Trung Quốc trên chuyến bay của hãng hàng không EVA Air, số hiệu BR395, số ghế 2D, 2K và nhập cảnh tại Cảng hàng không quốc tế Tân Sơn Nhất.  Sau nhập cảnh, bệnh nhân về nhà và từ ngày 14-18/3/2020 bệnh nhân có đi tới nhiều nơi và tiếp xúc với nhiều người: ngày 14/3 tiệc tại nhà (4 người dự), ngày 15/3 quán bún Gánh (đường Hàn Thuyên), ngày 16/3 họp công ty Transimex (24 người) và dự tiệc ở Hoa viên Tri kỷ cùng ngày, ngày 18/3 gặp bạn bè tại huyện Nhà Bè và đi khám tại Family Medical (số 34, Lê Duẩn) được tư vấn khám Bệnh viện Bệnh Nhiệt đới TP. Hồ Chí Minh, được chuyển cách ly tại Bệnh viện điều trị COVID-19 Cần Giờ. Ngày 23/3, bệnh nhân có sốt, ho, đau họng và lấy mẫu xét nghiệm. Hiện bệnh nhân tiếp tục được cách ly, điều trị tại Bệnh viện điều trị COVID Cần Giờ.

CA BỆNH 151 (BN151): Bệnh nhân nữ, quốc tịch Brazil, 45 tuổi, trú tại phường Thảo Điền, Quận 2, TP. Hồ Chí Minh. Bệnh nhân làm việc tại công ty TNHH giày Gia Định, có  2 chi nhánh ở huyện Vĩnh Cửu, Đồng Nai và phường An Phú Đông, Quận 12, TP. Hồ Chí Minh. Bệnh nhân là đồng nghiệp, tiếp xúc gần với BN124. Hàng ngày bệnh nhân đi làm cùng với BN124 trên xe ô tô (có lái xe riêng), chung lịch trình tới 2 chi nhánh công ty và mua cà phê tại quán Starbucks (Quận 2). Ngoài ra, bệnh nhân đi tới một số nơi: quán ăn (TP. Biên Hòa, Đồng Nai) ngày 13/3, siêu thị An Phú ngày 16/3, nhà máy Huệ Phong (quận Gò Vấp, TP. Hồ Chí Minh) ngày 19/3. Ngày 23/3, bệnh nhân được xác định là người tiếp xúc gần BN124 và được lấy mẫu xét nghiệm và chuyển cách ly tập trung tại Khu C - Trường thiếu sinh quân, huyện Củ Chi. Đây cũng là nơi người lái xe đang được cách ly.

CA BỆNH 152 (BN152): Bệnh nhân nữ, quốc tịch Việt Nam, 27 tuổi, trú tại phường Tây Thạnh, quận Tân Phú, TP. Hồ Chí Minh. Bệnh nhân là chị gái sống cùng nhà với BN127 (nam nhân viên quán Bar Buddha). Bệnh nhân làm việc tại công ty Formica - tầng 3, tòa nhà 414 Nguyễn Thị Minh Khai, Phường 5, Quận 3, TP. Hồ Chí Minh. Hàng ngày, bệnh nhân đi làm giờ hành chính và từ ngày 10-14/3 bệnh nhân có tiếp xúc gần với 4 đồng nghiệp, ngày 19/3 tiếp xúc với một đối tác tại công ty. Từ ngày 15-18/3, bệnh nhân có đi một số nơi và tiếp xúc một số người: ngày 15/3 đến nhà cha mẹ tại Quận Tân Bình, ngày 17/3 ăn trưa cùng 2 bạn tại nhà hàng chay Sen (Quận 1), ngày 18/3 tiếp xúc gần với một người giao hàng. Ngày 20/3, khi biết tin quán Bar Buddha - nơi em trai làm việc có ca bệnh COVID-19, bệnh nhân nghỉ làm, tự cách ly tại nhà và được Trạm Y tế phường tiếp cận, theo dõi. Ngày 23/3, bệnh nhân được lấy mẫu, chuyển cách ly tập trung tại Bệnh viện điều trị COVID-19 Cần Giờ. Công ty nơi bệnh nhân làm việc tạm ngưng hoạt động.

CA BỆNH 153 (BN153): Bệnh nhân nữ, quốc tịch Việt Nam, 60 tuổi, trú tại quận Hải Châu, TP. Đà Nẵng. Tiền sử chưa ghi nhận bệnh lý. Bệnh nhân sang Australia thăm người thân và trở về Việt Nam ngày 21/3/2020 trên chuyến bay của Vietnam Airlines số hiệu VN772, nhập cảnh tại Cảng hàng không quốc tế Tân Sơn Nhất. Sau nhập cảnh, bệnh nhân được chuyển khu cách ly tập trung tại ký túc xá Đại học Quốc gia TP. Hồ Chí Minh, ",1585195370,28412,1599,2150.0,0
1129,dda8b6fcf73f877d218fb918faa1de65,"Tài thật, đọc cả bài ko rõ cái chuyện bẩn tưởi này xảy ra ở tỉnh nào, nước nào?

""Chủ tịch huyện Lạc Sơn Nguyễn Ngọc Điệp xác nhận có việc nể nang dẫn đến ""sai sót, nhầm lẫn"" khi người nhận tiền hỗ trợ là cán bộ xã, còn hộ nghèo không được...""",1590374771.0,149,64,28,0
1564,99ed0ae1e3149e05968a0b27b4317f1d,"5 điều học sinh “khắc cốt ghi tâm” khi ôn luyện môn Tiếng Anh thi THPT Quốc gia 2020
<URL>",1586731521,0,0,0.0,0
3484,c9345dce3690bf6c775fca746467ff84,"Khi cùng bố đi câu cá tại suối Chợ Chậu (Lào Cai), hai chị em ruột đã không may trượt chân ngã xuống suối dẫn đến tử vong.",1591508171,8,0,2.0,0
2473,75b34c75d3f607ef5ff20aad200dfea6,"Dự luật đã được thông qua với sự đồng thuận 100%, trong đó yêu cầu chính quyền Tổng thống Donald Trump trừng phạt các công dân Trung Quốc dính líu tới cáo buộc đàn áp người Duy Ngô Nhĩ tại Tân Cương.",1589504451.0,61,10,7,0
3420,7f5b5de0a8e0579160dc22e028541b9b,"Dịch bệnh đã buộc nhiều công ty áp dụng giải pháp làm việc từ xa. Đối với một số doanh nghiệp, việc chuyển đổi này vẫn tiếp tục ngay cả khi các lệnh giãn cách xã hội được dỡ bỏ.",1590357959,1,0,0.0,0
1061,72a855bba9bd3d88094854e3976a9a0a,"Sau gần 1 tháng ra mắt, ứng dụng khai báo y tế tự nguyện toàn dân NCOVI đã đạt hơn 5,2 triệu lượt tải, với tổng số trên 6,3 triệu bản ghi khai báo y tế tự nguyện.",1585972357,9,0,0.0,0
1805,c9345dce3690bf6c775fca746467ff84,"Huấn luyện viên Lee Tae-hoon đã quyết định không sử dụng tiền vệ Tuấn Anh, ở trận Hoàng Anh Gia Lai (HAGL) thắng Than Quảng Ninh 1-0 chiều 6.3.",1583480197,6,1,0.0,0
1894,6d5ace24d5badf8a0251d2cb66ce1464,"Người bố lặng lẽ cúi đầu, cảm ơn những người đến viếng đám tang trong khi mẹ của Kiên phải nhờ các bác sĩ chăm sóc sức khỏe.",1590545540.0,76,10,1,0
3477,7aebd3bc50e249c6097053524a303396,"Chiều 23-3, Chủ tịch UBND TP Nguyễn Đức Chung, Trưởng Ban chỉ đạo phòng chống dịch bệnh Covid -19 Hà Nội đã chủ trì phiên họp trực tuyến thứ 24 với các quận huyện, phường xã.

Theo Chủ tịch UBND TP, TP xác định 4 nguồn lẫy nhiễm: quá trình đi lại của công dân nước ngoài, Việt Nam có tiếp xúc với bệnh nhân; số công dân đi từ vùng dịch về; lây nhiễm chéo trong các trung tâm cách ly tập trung; khu vực cách ly F1 tại bệnh viện, nơi chữa bệnh cho các ca nhiễm; số công dân đi từ nước ngoài về.

Từ tình hình thực tế, Chủ tịch UBND TP nêu rõ, diễn bệnh diễn biến vô cùng phức tạp trên thế giới, chưa ai phán đoán được thời điểm kết thúc; virus có tốc độ lây lan nhanh, trong mọi điều kiện thời tiết. Chính vì thế, để không làm tình hình phức tạp thêm, “thân nhân các trường hợp đang cách ly yên tâm là đang được TP phục vụ tốt, cung cấp đầy đủ. Mọi người không nên quá lo lắng, tập trung lên khu cách ly gửi đồ bởi nếu không cẩn thận, không đảm bảo khử khuẩn thì rất nguy hiểm; đề nghị các đơn vị quản lý cũng không nhận các quà này”, Chủ tịch UBND TP nói.

Theo: ANTĐ",1584950400,12386,50,125.0,0
1308,24e37b98630b5ba7668716f65787f16c,"Tôi thành thật xin lỗi mọi người, hiện tôi đã về Hongkong cho cách đây 3 ngày. lúc còn ben vn tôi không biết mình bị nhiễm vi rut ncov 19 nên tôi đã đi nhiều nơi Sài gòn long hải vũng tàu và ngày gần ngày sang hk tôi có đến ủy ban thị trấn phú mỹ huyện tân thành để cô.g chứng giáy tờ, giõ đây biết mình bị nhiễm tôi kg dám về vietnam mình mọi người tha thứ vì tôi kg biết minhg nhiễm bệnh. mong nhưng nơi tôi đã tiếp xúc kiểm tra để bảo vệ sk cho mình
Xin lỗi thật nhiều người",1581897000.0,unknown,unknown,unknown,1
2690,f6564b82c228e7bb98282f5c9a73a4aa,FoxNews đưa tin: Trung Quốc tạo COVID-19 từ phòng thí nghiệm Vũ Hán để cạnh tranh với Mỹ.,1588160520.0,14,17,0,1
3591,53db2210a153895fdd03a00286c87170,"Quốc hội xem xét, cân nhắc trước mắt chưa tăng mức lương cơ sở đối với cán bộ, công chức, lực lượng vũ trang và lương hưu từ ngày 1/7/2020.
  ",1589925555,48,1,3.0,0
1541,d05d4b7cbf63a153d6ab246a5bb0db44,"TIN VUI CHO NGƯỜI MỸ VÀ NHÂN LOẠI MỪNG MUỐN RƠI NƯỚC MẮT WE LOVE AMERICA ❤️👍... Ngài TT Trump viết lên trang Facebook của mình để Loan báo cho nhân loại tin vui ! “We are going to WIN, sooner rather than later!” “Chúng tôi sẽ THẮNG, sớm hơn chúng tôi tưởng !” Tổng Thống Donald Trump vừa Loan báo tin mừng, HOA KỲ là Quốc Gia bào chế thuốc đặc trị và vaccine chống CoronaVirus NHANH NHẤT trên thế giới FDA chấp thuận cho dùng hai loại thuốc này để Trị liệu Plaquenil and Remdesivir ➡Hôm thứ 2 FDA Mỹ đã chấp thuận sử dụng thuốc trị sốt rét, Lupus để trị Vũ Hán - Hai ngày thứ Ba và thứ Tư ➡theo lời DrThùy Trang thử nghiệm tại phòng Lab riêng và khẳng định thuốc này chặn được cơn sốt của Vũ Hán. ➡Virus Vũ Hán làm cho mình sốt cao - chỉ cần loại thuốc nào đó chặn được cơn sốt này thì kháng thể chúng ta đủ thời gian diệt Virus. ➡Plaquenil (Hydroxychloroquine) là loại thuốc có khả năng như chúng ta mong muốn và đã được FDA chấp thuận ... Theo FDA, Whitehouse, TT TRUMP ✅Vậy thì khỏi lo lắng nữa - Nếu quý anh chị ở VN ai bị nhiễm Vũ Hán, tham khảo với bác sĩ để uống Plaquenil chặn sốt trong 4 ngày là sẽ hết bệnh. Phải có toa bác sĩ. ✅Theo tình hình này dịch sẽ được chấm dứt sớm trong tháng 4 /2020 💥 Báo cho quý anh chị biết là thuốc Plaquenil (Hydroxychloroquine) đang bị Trung Quốc hốt hàng - coi chừng khan hiếm như khẩu trang. 💥Thuốc Plaquenil (Hydroxychloroquine) đang tăng giá online chóng mặt từ 20 đô thành 177 đô/hộp Mọi người yên tâm tin vui sẽ luôn cập nhật từng phút để lan tỏa cho cộng đồng sớm ! Mừng nhân loại sớm bình an St-- Xem thêm",1584664434.0,91,9,222,1
3166,a982f473fca6ff9218ecd208464ab59d,"Các hãng hàng không đưa gần 6.000 người trong khối ASEAN và 1.000 người từ châu Âu hồi hương trong ngày 18/3. Đất nước không để ai bị bỏ lại, nhưng bà con cũng phải thông cảm cho nước mẹ nhé, đừng được voi đòi tiên, phản cảm lắm. Anh em chiến sĩ đây ạ, để nhường giường cho các bạn á.... PS: Đến nay, hơn 700 tiếp viên thuộc Đoàn tiếp viên Vietnam Airlines xin nghỉ việc không lương hoặc không nhận lương chức danh để chia sẻ với hãng trong thời điểm khó khăn vì dịch Covid-19. Những người đi đón các bạn đang liều mình với khả năng mình cũng bị nhiễm á. P/s: Tại sao những hình ảnh này không được chia sẻ? Xem thêm",1584526538.0,7000,1100,6900,0
4348,7a43265ccb0c9378d12b00805f4a9c4e,"Công Lý tươi rói trong ngày lên chức Phó Giám đốc
TPO - NSND Công Lý được đông đảo dàn nghệ sĩ của nhát hát Kịch Hà Nội tới chúc mừng anh lên chức Phó Giám đốc.",1589017232.0,77,6,1,0
3612,e34ba8333918a7a94f062158314388cc,"Chiều 29/4, Bộ Công an đã tổ chức buổi lễ công bố quyết định của Thủ tướng Chính phủ bổ nhiệm 2 Thứ trưởng Bộ Công an. Đại tướng Tô Lâm, Ủy viên Bộ Chính trị, Bộ trưởng Bộ Công an chủ trì buổi lễ.",1588191301,23,0,0.0,0
1873,fcb82becc46d90153b16aff4b8b6ea41,Tổ chức Y tế Thế giới cho rằng việc nới lỏng hạn chế phải được thực hiện từ từ để tránh nguy cơ tái bùng phát dịch bệnh.,1587423956,662,66,93.0,0
1926,847ce0323d65cdbac24b65ebd38a7986,Vụ tai nạn liên hoàn giữa 2 xe khách và 1 xe tải khi đang vượt nhau trên đèo Bảo Lộc làm tuyến huyết mạch TP HCM đi Đà Lạt và ngược lại này bị ách tắc nhiều giờ,1592180055,1834,50,38.0,0
